eurostat,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_over
FRK13,23318,27064,19246,24176,29440,32208,32077,22299,17254
FRK14,68940,78266,75696,77967,83586,86846,84559,58887,43496
FRK2,813829,837331,766725,854769,869947,853989,735502,525781,385433
FRK21,83444,84144,65589,85206,90296,88620,73033,48520,33585
FRK22,33673,37585,26515,35167,41885,46598,46880,33602,24580
FRK23,60803,64351,48272,62304,65237,69137,65550,47894,34155
FRK24,154740,166649,143963,157145,168225,164895,140322,98130,69282
FRK25,90444,96080,80822,87736,94584,97021,92860,69527,55159
FRK26,238204,238815,268476,254410,235026,218786,178556,132056,101205
FRK27,47789,51633,44059,52616,58110,59961,53217,36858,27938
FRK28,104732,98074,89029,120185,116584,108971,85084,59194,39529
FRL,556476,576571,517017,598183,637206,677902,631839,492051,361160
FRL0,556476,576571,517017,598183,637206,677902,631839,492051,361160
FRL01,16496,18148,13423,17477,19831,23892,24310,18122,13144
FRL02,14899,15655,11970,15965,18011,20079,20082,14013,10977
FRL03,111707,116468,107499,127704,137575,146284,133541,111391,88646
FRL04,239627,242426,232832,253355,258669,265537,236341,176000,126622
FRL05,108755,115880,96059,119478,132492,144976,146017,120451,84812
FRL06,64992,67994,55234,64204,70628,77134,71548,52074,36959
FRM,33991,34211,33993,42991,45665,47324,44700,35324,23355
FRM0,33991,34211,33993,42991,45665,47324,44700,35324,23355
FRM01,15989,15565,14563,20371,22185,22773,21072,16982,11260
FRM02,18002,18646,19430,22620,23480,24551,23628,18342,12095
FRY,347932,357564,246577,257296,277809,293257,215549,120684,74261
FRY1,45863,56570,39576,41815,55869,65552,54497,34341,22391
FRY10,45863,56570,39576,41815,55869,65552,54497,34341,22391
FRY2,35663,44708,32547,34648,45373,63519,51152,32451,23423
FRY20,35663,44708,32547,34648,45373,63519,51152,32451,23423
FRY3,60974,57663,39167,39061,33984,26242,16439,6852,3157
FRY30,60974,57663,39167,39061,33984,26242,16439,6852,3157
FRY4,123539,135671,99954,105435,115474,123718,86002,44119,24049
FRY40,123539,135671,99954,105435,115474,123718,86002,44119,24049
FRY5,81893,62952,35333,36337,27109,14226,7459,2921,1241
FRY50,81893,62952,35333,36337,27109,14226,7459,2921,1241
FRX,0,0,0,0,0,0,0,0,0
FRXX,0,0,0,0,0,0,0,0,0
FRXXX,0,0,0,0,0,0,0,0,0
HR,387321,404914,479988,544058,542154,581554,560437,358187,217633
HR0,387321,404914,479988,544058,542154,581554,560437,358187,217633
HR03,126417,131348,159542,179755,180091,193459,196443,126738,80278
HR031,23445,23296,29293,38910,38483,40551,44690,27748,16989
HR032,3739,4180,5124,5072,5457,6628,6342,4691,3601
HR033,16371,17306,20371,21116,21346,22409,23154,16485,9473
HR034,8622,9363,11591,11141,11860,13897,14970,10612,7577
HR035,43649,47161,56354,58284,59262,62441,59545,37636,23391
HR036,18097,18092,21689,29618,28286,31102,31157,18947,12032
HR037,12494,11950,15120,15614,15397,16431,16585,10619,7215
HR04,260904,273566,320446,364303,362063,388095,363994,231449,137355
HR041,84243,72825,93148,127783,116669,104465,100127,67274,39807
HR042,29236,33227,35957,41570,43416,43230,42505,26038,14127
HR043,11144,12499,15147,16117,16769,19483,16771,10549,6307
HR044,15150,17367,19675,22581,22537,25075,22056,13988,8229
HR045,10260,11256,12642,13249,13871,16233,14869,9381,5315
HR046,11837,12231,13001,14430,14286,15642,14479,8532,5099
HR047,10077,11223,12825,12451,13488,15947,15813,9531,5831
HR048,7076,7980,9283,8730,9150,11816,10515,6373,3598
HR049,6293,7570,8813,7303,8050,9945,9347,5988,3719
HR04A,13212,15793,18338,15614,16937,20849,18608,12118,7335
HR04B,25128,28257,33992,35196,34583,42397,38781,23557,13165
HR04C,14379,17639,18962,17478,18692,22878,21042,13408,8016
HR04D,9838,10849,12159,14645,14987,17932,17175,10566,8015
HR04E,13031,14850,16504,17156,18628,22203,21906,14146,8792
IT,5090482,5768874,6201270,7074218,9242654,9352231,7337210,5962533,4330074
ITC,1350398,1488258,1541942,1824871,2492093,2521328,1960229,1676229,1237938
ITC1,346338,386792,409014,472194,658299,682253,558840,479555,363121
ITC11,182491,202287,210921,249499,346259,348921,285323,250534,183288
ITC12,12502,14269,15660,17819,24666,27581,23268,19176,15970
ITC13,11746,14733,15469,16491,25759,28435,24436,21458,17058
ITC14,11124,13566,14479,15620,23895,26379,21381,18356,13549
ITC15,30686,33706,35096,41554,57435,59088,46229,36732,28492
ITC16,51100,55011,60137,65829,85789,89752,73102,60148,46230
ITC17,16707,19051,19926,22466,31871,33682,28325,23474,19136
ITC18,29982,34169,37326,42916,62625,68415,56776,49677,39398
ITC2,10528,11907,11914,13445,19293,20406,15903,12951,9319
ITC20,10528,11907,11914,13445,19293,20406,15903,12951,9319
ITC3,109118,128322,138660,151638,223467,252494,203327,189487,154127
ITC31,14974,17689,20190,21454,30095,34893,28309,25820,20416
ITC32,18958,22919,23794,25706,40074,45543,36254,34796,28020
ITC33,59286,69832,75248,81444,120959,135820,110971,102845,84775
ITC34,15900,17882,19428,23034,32339,36238,27793,26026,20916
ITC4,884414,961237,982354,1187594,1591034,1566175,1182159,994236,711371
ITC41,77580,84104,85197,100774,138804,139052,107179,92215,65863
ITC42,52094,57001,58110,68676,95065,94396,72125,59430,42307
ITC43,29058,32814,33477,36621,51257,52953,42242,34607,24351
ITC44,15079,17066,18540,19646,26696,29322,23432,18007,13307
ITC46,103059,115475,113250,130469,174903,174833,131871,102721,68009
ITC47,115371,127657,127497,150204,200736,195382,147003,120133,81971
ITC48,43340,47216,51020,62273,85896,87397,68431,55894,44421
ITC49,20848,21938,22658,27783,37127,36175,27239,21756,14674
ITC4A,29497,32568,35118,40695,54880,56084,45242,37140,27731
ITC4B,35375,37907,38369,47792,65907,63510,49724,41649,32059
ITC4C,284923,302663,315630,402505,519672,499331,364488,324842,236261
ITC4D,78190,84828,83488,100156,140091,137740,103183,85842,60417
ITH,991255,1094760,1127576,1311034,1819507,1840109,1405543,1186228,876815
ITH1,54936,57894,61173,63502,78038,81712,55354,46657,31912
ITH10,54936,57894,61173,63502,78038,81712,55354,46657,31912
ITH2,50035,55470,57011,61244,79574,84079,65316,51198,37171
ITH20,50035,55470,57011,61244,79574,84079,65316,51198,37171
ITH3,414926,470462,482384,547052,767625,788986,595088,492166,347165
ITH31,83479,90248,92973,110844,145766,142943,106779,88923,64542
ITH32,75053,87729,89726,95618,134843,138570,100267,83678,56934
ITH33,14741,17984,19140,20285,29979,32972,27828,23693,16328
ITH34,78697,90146,89371,98225,139519,141419,105013,85667,59749
ITH35,66814,77464,79098,90235,132822,141078,107838,93266,64723
ITH36,79464,88403,91633,106647,148400,152868,113499,91692,65302
ITH37,16678,18488,20443,25198,36296,39136,33864,25247,19587
ITH4,93182,106022,110352,129345,185081,194188,155142,141583,100325
ITH41,26921,29388,29345,35701,48944,48354,38061,32881,22938
ITH42,39365,45807,46952,55952,80223,85879,69379,62731,42503
ITH43,10479,12089,12465,13942,21547,22812,17322,16459,12288
ITH44,16417,18738,21590,23750,34367,37143,30380,29512,22596
ITH5,378176,404912,416656,509891,709189,691144,534643,454624,360242
ITH51,23726,25129,27936,31808,43500,45015,35052,30495,24491
ITH52,39235,40237,43998,55113,71621,69435,51533,44883,35576
ITH53,49218,53407,52381,62437,87365,80406,60419,48973,37285
ITH54,63421,67206,68749,81437,112692,107736,83045,68547,52560
ITH55,84871,89352,92088,119927,160939,156109,120212,105683,85438
ITH56,24038,26913,28509,34655,53665,56389,47992,41359,32171
ITH57,31393,34566,34502,41263,61641,61980,47930,40734,35447
ITH58,33492,36250,36491,44064,62714,60749,47995,40778,32094
ITH59,28782,31852,32002,39187,55052,53325,40465,33172,25180
ITI,994717,1095873,1159151,1404902,1884734,1882162,1460596,1217519,916355
ITI1,294910,331182,343614,414568,575674,582074,462876,410421,314322
ITI11,13625,16092,17242,20744,29264,31462,26467,22639,17343
ITI12,29333,34068,35195,40934,59923,63267,49407,43757,31992
ITI13,23420,26019,26624,32648,45627,45667,36087,31849,24532
ITI14,81188,92032,94110,113108,155706,156848,121330,109916,87111
ITI15,23107,25524,24788,31384,41295,38743,29781,24920,18174
ITI16,25083,28421,29248,34659,51787,53396,42694,40622,28922
ITI17,35089,37214,38950,49079,66662,63714,50655,44784,32890
ITI18,26947,30326,32631,39142,52024,52854,43177,36794,28759
ITI19,21403,23087,25083,29838,40087,41086,33104,28954,24555
ITI1A,15715,18399,19743,23032,33299,35037,30174,26186,20044
ITI2,70074,79194,82608,100350,132027,135143,110810,94959,76850
ITI21,53813,59880,62257,76018,98395,100118,81357,68326,56218
ITI22,16261,19314,20351,24332,33632,35025,29453,26633,20632
ITI3,123450,138615,148825,172352,230374,233788,191098,156257,130512
ITI31,29695,33667,34383,40092,55831,56076,43553,36529,29060
ITI32,38507,43181,44926,52445,72647,71395,58778,48812,40537
ITI33,25839,28148,31128,36394,46237,47189,39612,31768,27863
ITI34,15715,18239,20997,23313,30220,32477,26727,21670,17821
ITI35,13694,15380,17391,20108,25439,26651,22428,17478,15231
ITI4,506283,546882,584104,717632,946659,931157,695812,555882,394671
ITI41,24536,27409,31063,38020,49024,49702,41251,32891,23134
ITI42,11178,13017,16054,17548,22864,24590,20661,16591,13000
ITI43,379592,408705,421150,528328,712014,695965,501458,406123,288877
ITI44,51293,54269,62802,72781,90577,87129,68102,53422,34879
ITI45,39684,43482,53035,60955,72180,73771,64340,46855,34781
ITF,1197699,1436400,1628652,1724906,2060004,2104422,1682286,1254099,869474
ITF1,104868,117094,134238,156306,196299,203139,167393,129508,102735
ITF11,23394,25097,30653,36772,43597,46524,40153,29137,23704
ITF12,24709,27771,32241,37383,46456,48153,38190,29751,23398
ITF13,26497,29997,32388,36810,48921,49771,38664,31396,24465
ITF14,30268,34229,38956,45341,57325,58691,50386,39224,31168
ITF2,21948,26617,33639,36111,43484,47515,40461,29869,25973
ITF21,6100,6813,9175,10422,11696,13014,11534,8181,7444
ITF22,15848,19804,24464,25689,31788,34501,28927,21688,18529
ITF3,530912,641470,715901,736472,860147,868548,666878,480067,301297
ITF31,87337,104703,115588,122228,140011,137011,101161,72096,42830
ITF32,21346,26353,33333,33344,39138,43150,33432,25607,21315
ITF33,296306,359382,388956,391375,459364,453718,348246,250104,137439
ITF34,32228,40048,49161,51229,60476,66221,51157,37413,30373
ITF35,93695,110984,128863,138296,161158,168448,132882,94847,69340
ITF4,332668,407564,454334,480448,601316,606678,492806,388850,264389
ITF43,47583,57845,62926,68188,86218,85222,72895,58284,37595
ITF44,30978,37845,43814,47033,57944,59663,49398,39676,26624
ITF45,61446,76202,85633,92359,118062,119339,100002,82852,59239
ITF46,53590,67051,74617,74296,89710,91649,73424,57013,40833
ITF47,105036,125002,140387,151258,188992,191931,153102,117118,79168
ITF48,34035,43619,46957,47314,60390,58874,43985,33907,20930
ITF5,41991,52979,63504,67268,81348,88030,72610,51445,43694
ITF51,26632,33712,40873,43219,52434,58279,47380,32996,29435
ITF52,15359,19267,22631,24049,28914,29751,25230,18449,14259
ITF6,165312,190676,227036,248301,277410,290512,242138,174360,131386
ITF61,57338,65283,78670,89734,102771,108255,90460,64067,49175
ITF62,16060,19019,22696,23268,24422,24605,20338,14630,9942
ITF63,29930,34132,41256,45108,50768,54641,45993,32170,24318
ITF64,13300,16481,19459,19808,22186,23700,19723,14307,11109
ITF65,48684,55761,64955,70383,77263,79311,65624,49186,36842
ITG,556413,653583,743949,808505,986316,1004210,828556,628458,429492
ITG1,440105,515344,585416,614982,726189,738060,605502,458247,316046
ITG11,34877,43771,50830,50369,62389,62854,52400,43169,29833
ITG12,115453,131684,146846,154524,181778,183776,151058,112213,75256
ITG13,49740,58164,68293,74874,90921,96715,81624,61525,45020
ITG14,36062,46135,51708,51725,61766,64078,52346,40775,30275
ITG15,22436,28569,32578,31454,36603,39140,31090,23846,16742
ITG16,12822,16823,19679,19298,22671,24735,21013,15461,12286
ITG17,104525,117281,132589,140474,162058,161838,131462,93977,63498
ITG18,29686,33130,38305,42229,47676,45892,36169,28204,19602
ITG19,34504,39787,44588,50035,60327,59032,48340,39077,23534
ITG2,116308,138239,158533,193523,260127,266150,223054,170211,113446
ITG25,23369,28188,32893,38125,52253,53864,44210,34608,22701
ITG26,11109,13840,16054,17131,22166,24692,20768,16036,11652
ITG27,40356,46977,52919,67478,92874,91804,74086,56170,36020
ITG28,9988,12665,15106,18097,23414,25551,22592,17977,13123
ITG29,13155,14374,15195,20794,27800,25757,20014,15114,9157
ITG2A,4341,5024,5672,6421,8442,8993,7475,5694,4300
ITG2B,6413,7827,9210,11237,14741,15509,13730,10584,7523
ITG2C,7577,9344,11484,14240,18437,19980,20179,14028,8970
CY,95734,94326,137873,139859,110212,108417,93559,63906,32013
CY0,95734,94326,137873,139859,110212,108417,93559,63906,32013
CY00,95734,94326,137873,139859,110212,108417,93559,63906,32013
CY000,95734,94326,137873,139859,110212,108417,93559,63906,32013
LV,204389,189618,210869,266944,258763,270667,240208,170997,107513
LV0,204389,189618,210869,266944,258763,270667,240208,170997,107513
LV00,204389,189618,210869,266944,258763,270667,240208,170997,107513
LV003,24927,25762,27689,28923,31359,34321,30739,22783,13610
LV005,22969,25232,27465,29853,35024,42797,36727,24351,15808
LV006,67507,56352,68529,100780,84657,83354,78554,55673,37208
LV007,45708,39293,38364,54692,53638,49145,42053,30291,17405
LV008,18714,18799,22468,22164,23651,27944,23252,17777,11326
LV009,24564,24180,26354,30532,30434,33106,28883,20122,12156
LT,292389,266287,345322,350470,374254,425044,343396,235483,161539
LT0,292389,266287,345322,350470,374254,425044,343396,235483,161539
LT01,94432,74074,98337,137357,112523,108418,88658,57922,38817
LT011,94432,74074,98337,137357,112523,108418,88658,57922,38817
LT02,197957,192213,246985,213113,261731,316626,254738,177561,122722
LT021,11807,12584,16537,12156,17881,23413,18638,13185,9705
LT022,58453,52677,71886,74082,72535,81503,67880,49316,33098
LT023,35717,30785,38564,39199,42592,47861,39685,25601,17718
LT024,13768,14758,17858,13211,18345,22662,17502,11825,8749
LT025,19346,20880,26136,17914,28464,37398,28351,21261,14867
LT026,25316,25382,31863,26149,35437,43626,34527,23929,16258
LT027,9425,9793,12498,7964,12355,15475,12128,8393,5664
LT028,13830,14164,17213,12000,17940,21483,17043,11111,7298
LT029,10295,11190,14430,10438,16182,23205,18984,12940,9365
LU,65947,65866,84163,95974,92360,87825,60143,37334,24282
LU0,65947,65866,84163,95974,92360,87825,60143,37334,24282
LU00,65947,65866,84163,95974,92360,87825,60143,37334,24282
LU000,65947,65866,84163,95974,92360,87825,60143,37334,24282
HU,927784,981009,1191157,1293534,1576171,1218271,1312208,839589,433033
HU1,301226,287441,367748,445640,519575,344301,369358,263230,132641
HU11,160258,145018,221296,273437,292441,192798,215858,163814,87366
HU110,160258,145018,221296,273437,292441,192798,215858,163814,87366
HU12,140968,142423,146452,172203,227134,151503,153500,99416,45275
HU120,140968,142423,146452,172203,227134,151503,153500,99416,45275
HU2,265607,287597,345140,374203,473059,381047,416578,253916,130028
HU21,98764,104735,126306,138320,172644,136137,146429,89584,45317
HU211,39365,41768,49938,55767,69265,52573,57492,34143,17401
HU212,28864,29780,36413,40198,48732,38249,39691,25066,12214
HU213,30535,33187,39955,42355,54647,45315,49246,30375,15702
HU22,89494,95562,114494,132211,165390,126755,138153,84663,42621
HU221,45804,46691,57809,67051,79269,55855,59259,37280,18126
HU222,21712,24189,29167,33021,42266,33432,36477,22199,11088
HU223,21978,24682,27518,32139,43855,37468,42417,25184,13407
HU23,77349,87300,104340,103672,135025,118155,131996,79669,42090
HU231,31912,36145,45288,42258,54766,48163,52270,32293,17609
HU232,25942,29860,34456,35219,46914,40524,46706,27824,13984
HU233,19495,21295,24596,26195,33345,29468,33020,19552,10497
HU3,360951,405971,478269,473691,583537,492923,526272,322443,170364
HU31,109841,122198,139587,136648,166486,147870,156373,96491,50866
HU311,66293,71783,83051,78784,92321,84437,86439,51935,27404
HU312,27010,30944,34267,35614,45663,37532,42149,26994,14436
HU313,16538,19471,22269,22250,28502,25901,27785,17562,9026
HU32,142612,160229,188740,185466,223578,185580,193537,111740,59478
HU321,51563,57572,69885,67952,81010,66849,69202,41570,22386
HU322,34915,38493,45248,45800,56269,47043,52227,32287,17725
HU323,56134,64164,73607,71714,86299,71688,72108,37883,19367
HU33,108498,123544,149942,151577,193473,159473,176362,114212,60020
HU331,46949,51338,59473,62904,79173,65208,70113,45051,23616
HU332,27017,33380,38156,38597,52017,44613,50986,32057,17441
HU333,34532,38826,52313,50076,62283,49652,55263,37104,18963
HUX,0,0,0,0,0,0,0,0,0
HUXX,0,0,0,0,0,0,0,0,0
HUXXX,0,0,0,0,0,0,0,0,0
MT,46307,43517,75568,81203,65167,58962,59304,42685,20846
MT0,46307,43517,75568,81203,65167,58962,59304,42685,20846
MT00,46307,43517,75568,81203,65167,58962,59304,42685,20846
MT001,43376,40477,70864,76511,61340,54439,54815,39298,19051
MT002,2931,3040,4704,4692,3827,4523,4489,3387,1795
NL,1783504,2008334,2201788,2108199,2261107,2508388,2089913,1522110,798820
NL1,165912,204860,213035,186970,218740,252999,224904,168794,87615
NL11,53002,65674,94520,65977,71785,81159,72094,52643,27136
NL111,13194,16438,14004,14469,19182,23297,21359,16512,8348
NL112,4162,5176,4474,4445,5720,7316,6737,5246,2775
NL113,35646,44060,76042,47063,46883,50546,43998,30885,16013
NL12,65583,79809,72343,70077,82835,95693,84171,64164,32997
NL124,33157,39491,40353,36306,41036,46401,41589,30732,15588
NL125,13695,17279,13074,13820,17424,20769,18148,14417,7138
NL126,18731,23039,18916,19951,24375,28523,24434,19015,10271
NL13,47327,59377,46172,50916,64120,76147,68639,51987,27482
NL131,18622,23529,16414,19340,25394,29974,26931,20445,10866
NL132,15383,19561,16532,17113,21658,26547,24020,17960,9194
NL133,13322,16287,13226,14463,17068,19626,17688,13582,7422
NL2,384237,454485,446133,420039,475178,535697,445741,318794,164645
NL21,123069,146712,141650,134409,150818,165292,138197,101923,54361
NL211,43678,48378,45713,45702,48539,51085,42409,30172,15932
NL212,15964,18998,18112,17984,20678,23735,19263,13267,7538
NL213,63427,79336,77825,70723,81601,90472,76525,58484,30891
NL22,210002,251544,252382,229852,267108,309275,261458,191083,99268
NL221,76617,86805,84077,78449,86456,97623,82552,62519,33701
NL224,26466,31552,27138,26895,32883,37966,30244,21256,9652
NL225,35656,49275,38953,38162,51221,64943,56837,43179,22459
NL226,71263,83912,102214,86346,96548,108743,91825,64129,33456
NL23,51166,56229,52101,55778,57252,61130,46086,25788,11016
NL230,51166,56229,52101,55778,57252,61130,46086,25788,11016
NL3,889129,943338,1098412,1080539,1100952,1159088,938474,682051,360459
NL31,148815,158101,178087,171812,176664,179374,141440,99854,52765
NL310,148815,158101,178087,171812,176664,179374,141440,99854,52765
NL32,296496,315799,383076,387357,385283,406035,323301,235760,120252
NL321,37616,45291,40461,41391,49014,56333,50605,38388,16560
NL323,19626,23004,22545,21602,25648,31672,24370,18586,10935
NL324,26444,25773,25374,30419,33144,33228,27256,21250,12253
NL325,18546,20025,20167,21875,24019,25617,19194,15323,7448
NL327,27827,30863,23949,28714,34711,38312,30945,24908,14741
NL328,25114,29207,26398,28159,33211,36100,31738,24984,11819
NL329,141323,141636,224182,215197,185536,184773,139193,92321,46496
NL33,406283,425857,497547,480583,490572,516915,421777,304849,164756
NL332,100548,99631,112829,122954,123011,118468,93797,64900,36073
NL333,22517,25436,41908,27940,27479,31572,25958,18534,9813
NL337,43592,49389,60315,51016,54477,61211,50570,37048,19599
NL33A,45864,49510,48058,48725,52454,57523,46986,36448,19913
NL33B,36242,40470,38657,39005,42922,48598,40713,30038,14976
NL33C,157520,161421,195780,190943,190229,199543,163753,117881,64382
NL34,37535,43581,39702,40787,48433,56764,51956,41588,22686
NL341,9093,10855,10024,10795,13500,16540,15226,12635,6831
NL342,28442,32726,29678,29992,34933,40224,36730,28953,15855
NL4,344226,405651,444208,420651,466237,560604,480794,352471,186101
NL41,250939,291073,314657,300893,331955,381151,318177,234069,121892
NL411,61881,71035,75763,73129,83293,96254,80789,61209,30677
NL412,47941,55112,65060,57376,62242,68720,58052,42945,21509
NL413,65393,77579,75183,75344,86852,101512,85380,60214,31159
NL414,75724,87347,98651,95044,99568,114665,93956,69701,38547
NL42,93287,114578,129551,119758,134282,179453,162617,118402,64209
NL421,25801,31833,30726,30661,35788,45073,39740,27782,14663
NL422,20393,24625,24573,25618,29168,38783,34935,25234,13373
NL423,47093,58120,74252,63479,69326,95597,87942,65386,36173
AT,855419,862277,1134471,1203124,1209216,1382468,989286,779997,442517
AT1,374445,372439,508451,542480,536770,591984,416749,342517,182631
AT11,25142,27164,29224,34971,41701,49207,40518,27522,17984
AT111,3061,3370,3539,4140,5221,6280,5524,3750,2628
AT112,14478,14782,16239,19885,22994,26375,20873,14203,9152
AT113,7603,9012,9446,10946,13486,16552,14121,9569,6204
AT12,159465,168420,187627,206546,234138,276998,195636,158118,90594
AT121,25547,26064,30241,31767,32776,38988,27976,19773,13608
AT122,24843,26181,29905,32689,35576,41745,30255,25399,13887
AT123,14992,15982,18281,19690,21304,25350,17737,13906,8204
AT124,18701,20352,24610,24891,28890,36088,27815,21432,14666
AT125,10606,11500,13513,14471,16909,21545,16702,11700,8021
AT126,32140,33674,34827,40456,47866,56708,37440,31172,16079
AT127,32636,34667,36250,42582,50817,56574,37711,34736,16129
AT13,189838,176855,291600,300963,260931,265779,180595,156877,74053
AT130,189838,176855,291600,300963,260931,265779,180595,156877,74053
AT2,159989,167261,217382,230681,242951,290478,220579,170763,103907
AT21,48898,53326,60867,68129,74569,93267,72921,55508,33454
AT211,25155,26720,31499,36332,38925,47822,36401,28893,15781
AT212,10617,11897,13426,14207,16205,20376,16722,12529,8273
AT213,13126,14709,15942,17590,19439,25069,19798,14086,9400
AT22,111091,113935,156515,162552,168382,197211,147658,115255,70453
AT221,41554,39872,70003,65920,59518,64059,44378,37436,20326
AT222,6957,7623,8543,9551,10487,12959,10331,8374,5076
AT223,12376,13478,17497,18132,20194,26119,21297,18276,11675
AT224,24954,25540,29311,33371,37381,44305,33434,22908,15708
AT225,16933,18126,20597,24163,27754,33152,24972,18019,10750
AT226,8317,9296,10564,11415,13048,16617,13246,10242,6918
AT3,320985,322577,408638,429963,429495,500006,351958,266717,155979
AT31,150469,150381,186579,196146,196756,235381,168069,123065,75249
AT311,28714,29340,36252,37270,38639,46826,32788,22708,15103
AT312,60359,58265,77829,82182,78789,91115,64954,49623,28665
AT313,22263,22558,25475,26867,27887,34104,24064,15743,10343
AT314,15299,16138,18868,19140,20238,24897,18359,14022,8525
AT315,23834,24080,28155,30687,31203,38439,27904,20969,12613
AT32,54434,55549,70246,75875,75010,86302,62314,49170,26321
AT321,1821,2126,2468,2380,2677,3351,2459,1904,1134
AT322,16985,17291,20715,22135,22890,26606,19351,13956,8106
AT323,35628,36132,47063,51360,49443,56345,40504,33310,17081
AT33,73916,73894,102571,103835,102689,118196,80144,63330,36130
AT331,3114,3092,3784,4255,4503,5338,4013,2951,1620
AT332,29509,28597,47419,44561,41774,46419,31694,26884,14571
AT333,4572,5274,5712,5610,6595,8079,5612,4301,2998
AT334,10716,11302,13482,14423,14693,16693,10749,7664,4696
AT335,26005,25629,32174,34986,35124,41667,28076,21530,12245
AT34,42166,42753,49242,54107,55040,60127,41431,31152,18279
AT341,9830,9762,11517,12267,12557,14283,10059,7153,4461
AT342,32336,32991,37725,41840,42483,45844,31372,23999,13818
PL,3911198,3732338,4691826,6081901,5375618,4720992,5153192,2645371,1660376
PL2,808402,754145,953376,1261142,1108772,1003614,1045497,569714,344881
PL21,367870,344957,434474,549487,472598,411300,406079,225289,148491
PL213,81002,60472,81178,145961,110165,84211,101864,61530,40300
PL214,83256,79969,95333,117012,104592,88082,85559,43548,27777
PL217,46559,47992,63479,69452,63124,58695,52519,30096,20797
PL218,64751,64757,78164,81392,71801,66660,55645,30664,20565
PL219,37496,38425,48334,51106,46001,42187,36968,20940,13957
PL21A,54806,53342,67986,84564,76915,71465,73524,38511,25095
PL22,440532,409188,518902,711655,636174,592314,639418,344425,196390
PL224,45815,46241,59823,76714,73467,67992,76042,39258,24787
PL225,70368,66099,80565,102693,93730,83657,89129,47462,27525
PL227,64744,60200,75341,98883,88617,82511,82545,46205,23437
PL228,41248,39190,50837,68187,60978,58017,58833,34101,19646
PL229,44750,40296,52840,74773,65082,63005,64320,35392,22683
PL22A,69930,61790,83015,118622,101565,98561,103905,61835,34045
PL22B,59060,56872,70228,106021,98421,87000,111298,55602,30582
PL22C,44617,38500,46253,65762,54314,51571,53346,24570,13685
PL4,648780,619715,764536,998807,877752,751607,848752,408034,234001
PL41,385966,357401,436474,571761,497201,416781,450884,229008,127696
PL411,43176,44681,54145,64093,56389,50493,54425,25254,13491
PL414,68568,68747,87068,100553,93420,81669,84584,43929,24080
PL415,55267,42004,55489,101065,75798,57953,76261,44097,28012
PL416,70690,69034,87600,102707,94082,83584,87093,46017,25067
PL417,64101,59799,73861,88700,76730,67614,70252,34221,18801
PL418,84164,73136,78311,114643,100782,75468,78269,35490,18245
PL42,161003,162257,204047,265034,237826,210616,253016,113588,68115
PL424,36662,34081,41245,68440,58840,46832,62519,31253,20987
PL426,33770,34062,43138,54189,48840,44467,52920,24466,14439
PL427,40478,42930,55859,62664,56758,54531,62266,27113,15732
PL428,50093,51184,63805,79741,73388,64786,75311,30756,16957
PL43,101811,100057,124015,162012,142725,124210,144852,65438,38190
PL431,39005,38381,46673,61485,54107,47786,54293,24738,13970
PL432,62806,61676,77342,100527,88618,76424,90559,40700,24220
PL5,368338,346890,451691,624691,539164,477356,560880,268285,173815
PL51,280755,260309,333380,478282,408040,347885,429026,199119,128276
PL514,67230,46717,65990,126223,89477,67271,91704,48755,35292
PL515,48756,51941,67065,85102,77674,71825,88185,37669,24359
PL516,44227,43642,53925,69093,64047,54052,67009,30665,16125
PL517,55080,57041,74463,99282,88706,84293,103781,46967,32013
PL518,65462,60968,71937,98582,88136,70444,78347,35063,20487
PL52,87583,86581,118311,146409,131124,129471,131854,69166,45539
PL523,32941,34267,47176,55942,49693,48553,52869,25713,16559
PL524,54642,52314,71135,90467,81431,80918,78985,43453,28980
PL6,610706,594770,735310,918938,808277,717735,777473,374447,227295
PL61,206158,208139,261887,322625,290437,259396,283294,140598,82899
PL613,76389,73979,90600,128290,111727,92551,108734,56089,33387
PL616,40635,41164,51330,58543,52183,49297,50877,24283,15010
PL617,35614,36810,47621,55613,50317,47215,49312,23823,13195
PL618,19981,20757,25271,28412,25141,23830,24817,11142,6557
PL619,33539,35429,47065,51767,51069,46503,49554,25261,14750
PL62,142846,146064,185385,220984,193552,184200,191580,85266,54564
PL621,53049,55013,69235,79383,71158,66971,71725,31059,19675
PL622,60750,60814,77342,98066,84862,80044,83460,37378,23753
PL623,29047,30237,38808,43535,37532,37185,36395,16829,11136
PL63,261702,240567,288038,375329,324288,274139,302599,148583,89832
PL633,75254,61880,79225,127519,108519,82832,108198,62197,40348
PL634,78054,70248,77841,95708,82909,68306,64646,28640,16026
PL636,34972,34842,43104,51193,44335,41635,46311,20612,11930
PL637,26331,25863,30706,33625,29768,27976,28077,12800,7489
PL638,47091,47734,57162,67284,58757,53390,55367,24334,14039
PL7,346142,344564,446803,559090,518489,465259,534096,286615,178352
PL71,234654,227447,290403,373590,349048,308073,358467,194342,117143
PL711,59466,52275,68087,109934,97291,81384,113693,63158,39627
PL712,37850,36639,44187,57934,58826,48328,54967,30210,16688
PL713,58560,59385,74173,87608,81678,73538,80390,40845,24885
PL714,43453,44540,58742,65264,62424,57500,58590,32896,19330
