key,all,male,female,age_00_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_and_older
PE_AYA_0410,5189,2587,2601,1278,1043,769,673,543,397,267,142,76
PE_AYA_0411,13578,6707,6870,3332,2745,2028,1729,1402,1049,709,375,209
PE_AYA_0412,2137,1055,1082,525,432,320,272,220,165,111,59,33
PE_AYA_0501,17835,9176,8659,4430,3522,2576,2442,1965,1320,879,478,222
PE_AYA_0502,19890,10241,9649,4930,3922,2874,2726,2198,1477,982,533,247
PE_AYA_0503,11418,5889,5529,2801,2239,1662,1572,1273,857,567,306,141
PE_AYA_0504,3625,1864,1761,901,717,521,495,399,268,180,98,46
PE_AYA_0505,9806,5041,4765,2412,1936,1408,1342,1085,733,494,269,127
PE_AYA_0506,2041,1045,996,501,405,292,278,224,152,104,57,27
PE_AYA_0507,15181,7814,7366,3769,2996,2192,2080,1675,1125,749,407,189
PE_AYA_0508,23466,12068,11398,5844,4640,3383,3208,2580,1734,1156,629,293
PE_AYA_0509,7000,3605,3395,1734,1380,1012,960,774,520,346,187,87
PE_AYA_0510,3567,1838,1729,882,702,516,490,395,265,176,96,44
PE_AYA_0511,4941,2542,2399,1212,973,714,679,549,370,248,134,63
PE_AYA_0601,15898,8166,7732,2889,2653,2131,2074,1876,1549,1345,888,493
PE_AYA_0602,7148,3670,3478,1299,1193,957,932,844,697,605,399,221
PE_AYA_0603,6445,3310,3135,1171,1076,864,841,761,628,545,360,200
PE_AYA_0604,5072,2605,2467,922,847,680,662,599,494,429,283,157
PE_AYA_0605,2264,1161,1102,413,379,304,295,266,220,191,126,70
PE_AYA_0606,4194,2153,2041,764,701,562,547,494,408,354,234,130
PE_AYA_0607,3209,1649,1560,583,535,430,419,379,313,271,179,99
PE_AYA_0608,1416,727,689,257,237,190,185,167,138,120,79,44
PE_AYA_0609,1421,730,691,258,237,191,186,168,139,120,79,44
PE_AYA_0610,1178,605,573,214,197,158,154,139,115,100,66,36
PE_AYA_0611,5120,2630,2490,930,854,686,668,604,499,433,286,159
PE_AYA_0612,2940,1510,1430,534,491,394,384,347,287,249,164,91
PE_AYA_0613,3387,1740,1647,615,565,454,442,400,330,286,189,105
PE_AYA_0614,1045,537,508,190,174,140,136,123,102,88,58,32
PE_AYA_0615,2538,1304,1234,461,424,340,331,300,247,215,142,79
PE_AYA_0616,2015,1035,980,366,336,270,263,238,196,170,113,62
PE_AYA_0617,3199,1643,1556,581,534,429,418,378,312,271,179,99
PE_AYA_0618,1458,749,709,265,243,195,190,172,142,123,81,45
PE_AYA_0619,3927,1890,2037,788,692,452,529,491,388,303,188,95
PE_AYA_0620,700,359,341,128,117,93,91,83,68,59,39,22
PE_AYA_0621,922,474,448,167,154,124,121,109,90,78,51,28
PE_AYA_0701,18256,9167,9089,3621,3233,2453,2392,2028,1634,1437,905,551
PE_AYA_0702,2872,1442,1430,570,509,386,376,319,257,226,142,87
PE_AYA_0703,2768,1390,1378,549,490,371,363,308,248,218,138,84
PE_AYA_0704,4982,2501,2481,989,882,670,653,553,446,392,247,150
PE_AYA_0705,6087,3065,3022,1203,1074,825,803,679,545,476,300,182
PE_AYA_0706,2236,1123,1113,443,395,300,293,249,200,176,112,68
PE_AYA_0707,983,494,489,195,174,132,129,109,88,77,49,30
PE_AYA_0708,4279,2149,2131,849,758,575,561,475,383,337,212,129
PE_AYA_0801,3040,1538,1503,545,472,387,376,377,298,243,212,129
PE_AYA_0802,1604,811,793,288,249,204,198,199,157,128,112,68
PE_AYA_0803,453,229,224,82,70,57,56,56,44,36,31,19
PE_AYA_0804,2840,1436,1403,509,441,362,351,351,279,227,198,121
PE_AYA_0805,835,422,412,150,130,106,103,103,82,67,58,35
PE_AYA_0806,1404,710,694,253,219,179,174,173,137,112,97,59
PE_AYA_0807,666,337,329,119,103,85,82,83,65,53,47,28
PE_AYA_0808,598,302,296,108,93,76,74,74,59,48,41,25
PE_AYA_0809,175,89,87,31,27,22,22,22,17,14,12,7
PE_AYA_0810,796,403,393,143,124,101,98,99,78,64,56,34
PE_AYA_0901,2791,1368,1423,578,489,283,340,331,271,238,171,90
PE_AYA_0902,897,439,457,186,158,91,110,106,87,76,55,29
PE_AYA_0903,693,339,353,144,122,71,85,82,67,59,42,22
PE_AYA_0904,570,279,290,118,100,58,70,67,55,48,35,18
PE_AYA_0905,768,377,391,159,135,78,94,91,75,65,47,25
PE_AYA_0906,1308,641,667,270,229,133,160,155,127,112,80,42
PE_AYA_0907,754,369,384,156,133,77,92,89,73,64,46,24
PE_AYA_0908,1188,582,606,247,210,123,146,140,114,100,71,37
PE_AYA_0909,1814,889,925,376,319,184,221,215,176,154,111,58
PE_AYA_0910,718,352,366,149,126,73,88,85,69,61,44,23
PE_AYA_0911,1494,732,761,309,262,152,182,177,145,127,91,48
PE_AYA_1001,2025,971,1053,382,335,233,255,228,202,202,129,60
PE_AYA_1002,2597,1246,1352,492,431,299,326,292,258,258,165,76
PE_AYA_1003,1656,796,860,312,273,191,208,187,166,165,106,49
PE_AYA_1004,470,226,245,89,78,54,59,53,47,47,30,14
PE_AYA_1005,4599,2207,2392,866,759,528,579,518,460,460,294,135
PE_AYA_1006,1215,583,632,229,201,139,153,137,121,121,78,36
PE_AYA_1007,1027,493,534,195,170,118,129,115,102,102,65,30
PE_AYA_1008,1348,647,701,254,223,155,170,152,135,135,86,40
PE_AYA_1009,895,430,466,169,148,103,113,101,90,89,57,26
PE_AYA_1010,3605,1730,1875,679,595,414,453,406,360,361,231,106
PE_AYA_1011,3002,1440,1562,567,497,345,378,338,300,299,191,88
PE_AYA_1012,2967,1423,1544,566,495,342,373,333,294,291,186,87
PE_AYA_1101,9165,4432,4733,1857,1622,1034,1129,984,807,878,556,297
PE_AYA_1102,928,449,479,188,164,105,114,100,82,89,56,30
PE_AYA_1103,1026,496,530,208,181,116,126,110,90,98,62,33
PE_AYA_1104,3698,1790,1908,753,660,421,457,397,324,349,220,118
PE_AYA_1105,2366,1144,1222,479,418,267,291,254,209,227,144,77
PE_AYA_1106,1576,762,814,319,278,178,194,169,139,151,96,51
PE_AYA_1107,1363,660,704,277,243,155,168,147,120,129,81,44
PE_AYA_1108,5488,2653,2835,1112,971,624,677,589,483,523,331,177
PE_CAJ,1574409,784472,789937,320472,298263,248049,223560,178533,132452,94573,52449,26056
PE_CAJ_0101,287455,141004,146451,53069,51249,53236,44550,32916,24473,15522,8424,4017
PE_CAJ_0102,13823,6781,7042,2552,2464,2559,2142,1583,1177,747,406,194
PE_CAJ_0103,4180,2050,2130,772,745,773,647,479,356,226,123,59
PE_CAJ_0104,7719,3798,3921,1427,1375,1419,1193,886,659,420,230,110
PE_CAJ_0105,25982,12743,13240,4809,4646,4790,4013,2972,2210,1410,767,366
PE_CAJ_0106,14482,7104,7378,2675,2582,2680,2243,1658,1233,783,425,203
PE_CAJ_0107,5859,2874,2985,1082,1045,1085,908,671,499,316,172,82
PE_CAJ_0108,50160,24605,25555,9260,8943,9290,7774,5744,4271,2708,1470,701
PE_CAJ_0109,9344,4586,4758,1725,1664,1723,1446,1071,798,508,277,133
PE_CAJ_0110,3049,1496,1553,563,544,563,472,349,260,165,90,43
PE_CAJ_0111,10757,5277,5480,1986,1918,1990,1666,1232,916,582,316,151
PE_CAJ_0112,5212,2556,2655,962,929,965,808,597,444,281,153,73
PE_CAJ_0201,30449,14933,15516,7010,5777,4227,3885,3303,2526,1913,1193,615
PE_CAJ_0202,27184,13336,13847,6248,5154,3776,3472,2951,2258,1709,1066,549
PE_CAJ_0203,13199,6474,6724,3031,2502,1833,1686,1434,1097,831,518,267
PE_CAJ_0204,8600,4219,4381,1976,1633,1194,1099,934,714,541,337,173
PE_CAJ_0301,28654,14029,14626,6190,5790,4102,3645,3103,2305,1888,1092,540
PE_CAJ_0302,3043,1491,1552,658,614,435,387,330,245,201,116,57
PE_CAJ_0303,12728,6212,6515,2676,2516,1819,1663,1404,1052,848,496,253
PE_CAJ_0304,13299,6510,6790,2865,2684,1912,1697,1441,1071,875,506,250
PE_CAJ_0305,648,317,331,140,131,93,83,70,52,43,25,12
PE_CAJ_0306,2412,1181,1231,521,487,345,307,261,194,159,92,45
PE_CAJ_0307,6163,3017,3147,1329,1245,884,785,668,496,406,235,116
PE_CAJ_0308,6740,3302,3438,1454,1360,965,859,731,543,444,257,127
PE_CAJ_0309,9187,4498,4690,1983,1856,1317,1170,995,739,605,350,173
PE_CAJ_0310,5897,2887,3010,1273,1191,845,751,639,474,388,224,111
PE_CAJ_0311,1519,744,775,327,305,218,194,166,123,100,58,29
PE_CAJ_0312,8882,4348,4534,1919,1795,1271,1130,962,714,585,339,167
PE_CAJ_0401,47852,23175,24677,9379,8944,6819,6668,5523,4209,3273,1964,1074
PE_CAJ_0402,4717,2287,2430,928,884,672,656,544,414,321,192,105
PE_CAJ_0403,3511,1701,1811,688,656,500,489,405,309,240,144,79
PE_CAJ_0404,4442,2154,2287,875,833,632,618,512,390,302,181,99
PE_CAJ_0405,2579,1251,1328,507,482,367,359,298,227,176,106,58
PE_CAJ_0406,3352,1625,1727,659,627,477,466,386,295,229,138,75
PE_CAJ_0407,6011,2918,3093,1186,1128,854,835,692,527,409,245,133
PE_CAJ_0408,6658,3225,3434,1305,1244,948,928,769,586,456,273,150
PE_CAJ_0409,8943,4334,4609,1756,1673,1273,1245,1032,786,611,367,201
PE_CAJ_0410,11607,5623,5983,2278,2171,1653,1616,1339,1021,793,476,260
PE_CAJ_0411,7489,3629,3860,1465,1399,1064,1043,866,661,514,309,169
PE_CAJ_0412,3888,1884,2004,763,727,554,542,449,343,265,159,87
PE_CAJ_0413,7337,3554,3784,1439,1372,1046,1022,846,645,502,301,164
PE_CAJ_0414,1920,945,975,390,364,276,267,219,166,126,73,39
PE_CAJ_0415,8174,3961,4213,1606,1530,1164,1138,943,718,558,335,183
PE_CAJ_0416,940,455,485,184,176,134,131,109,83,64,39,21
PE_CAJ_0417,19665,9527,10139,3859,3677,2800,2739,2269,1729,1344,806,441
PE_CAJ_0418,965,468,498,189,180,138,135,112,85,66,39,21
PE_CAJ_0419,5150,2494,2656,1008,964,737,718,594,452,351,211,115
PE_CAJ_0501,8271,4207,4065,1485,1358,1134,1165,1025,832,636,410,224
PE_CAJ_0502,2430,1231,1199,441,403,328,340,299,242,188,122,66
PE_CAJ_0503,1400,713,687,250,228,188,196,175,142,110,71,39
PE_CAJ_0504,2867,1460,1407,514,468,385,401,357,291,225,146,80
PE_CAJ_0505,3898,1986,1912,698,637,524,546,486,396,305,198,109
PE_CAJ_0506,1008,513,495,181,165,135,141,125,102,79,51,28
PE_CAJ_0507,3598,1830,1768,645,589,483,504,447,365,282,183,100
PE_CAJ_0508,8038,4084,3954,1435,1318,1084,1130,1003,815,628,405,221
PE_CAJ_0601,55054,27597,27457,12229,11120,7781,7329,6065,4546,3289,1800,895
PE_CAJ_0602,9356,4694,4662,2079,1891,1325,1247,1031,772,557,303,151
PE_CAJ_0603,4212,2126,2086,924,847,614,574,471,346,244,129,64
PE_CAJ_0604,2864,1440,1424,637,578,408,383,316,236,169,92,45
PE_CAJ_0605,4030,2021,2009,896,815,569,536,444,332,240,131,65
PE_CAJ_0606,5057,2537,2521,1125,1023,715,673,557,417,301,164,82
PE_CAJ_0607,16259,8153,8106,3612,3284,2300,2166,1792,1343,969,529,263
PE_CAJ_0608,4859,2437,2422,1081,983,687,646,535,401,290,158,79
PE_CAJ_0609,2087,1046,1040,464,422,295,278,230,172,124,68,34
PE_CAJ_0610,4119,2065,2054,915,832,582,548,454,340,246,135,67
PE_CAJ_0611,13445,6712,6732,2530,2567,1643,1792,1592,1258,1042,660,362
PE_CAJ_0612,5359,2688,2672,1192,1084,757,713,590,442,320,175,87
PE_CAJ_0613,7130,3577,3553,1587,1441,1009,949,785,588,425,232,115
PE_CAJ_0614,9954,4990,4964,2211,2011,1407,1325,1096,822,595,325,162
PE_CAJ_0615,1419,717,702,316,286,205,192,157,117,83,44,22
PE_CAJ_0701,86175,41748,44426,16357,16833,13898,12203,9659,7177,5513,3120,1415
PE_CAJ_0702,3702,1794,1907,703,722,593,524,416,310,238,135,62
PE_CAJ_0703,16312,7904,8408,3092,3182,2628,2311,1830,1361,1046,593,269
PE_CAJ_0801,106920,54849,52071,22290,21171,16971,15565,12592,8699,5625,2708,1299
PE_CAJ_0802,15499,7965,7534,3264,3070,2457,2248,1815,1256,814,389,187
PE_CAJ_0803,10323,5306,5017,2175,2045,1636,1496,1209,836,542,259,124
PE_CAJ_0804,9883,5066,4817,2065,1958,1562,1434,1161,804,522,253,122
PE_CAJ_0805,5850,3001,2849,1219,1158,929,852,689,476,308,148,71
PE_CAJ_0806,4054,2080,1974,845,803,644,590,478,330,213,103,49
PE_CAJ_0807,11152,5713,5439,2327,2204,1763,1619,1313,913,590,286,137
PE_CAJ_0808,7518,3852,3666,1571,1489,1188,1091,884,613,398,193,93
PE_CAJ_0809,8752,4488,4264,1830,1734,1384,1270,1029,713,463,223,107
PE_CAJ_0810,6156,3155,3001,1289,1220,970,890,723,502,327,158,76
PE_CAJ_0811,7352,3782,3570,1557,1457,1164,1063,859,594,386,184,88
PE_CAJ_0812,10154,5212,4942,2129,2010,1611,1476,1193,824,533,256,123
PE_CAJ_0901,38654,20580,18074,9837,7764,5930,5114,4011,2833,1949,825,390
PE_CAJ_0902,13924,7412,6511,3541,2797,2136,1843,1445,1021,702,297,141
PE_CAJ_0903,19650,10451,9199,4990,3943,3016,2606,2045,1442,990,420,199
PE_CAJ_0904,20685,11011,9674,5259,4155,3174,2738,2148,1517,1043,442,209
PE_CAJ_0905,11757,6257,5500,2989,2362,1801,1554,1221,863,594,252,120
PE_CAJ_0906,23543,12535,11008,5992,4729,3612,3115,2443,1725,1187,502,238
PE_CAJ_0907,23005,12243,10762,5849,4621,3526,3043,2389,1688,1162,493,233
PE_CAJ_1001,21925,10959,10966,4231,4112,3119,3046,2568,1960,1555,899,434
PE_CAJ_1002,3080,1540,1540,594,578,438,428,361,275,219,126,61
PE_CAJ_1003,2477,1234,1243,494,466,351,339,287,219,172,101,49
PE_CAJ_1004,6581,3286,3295,1269,1233,948,918,770,587,462,266,129
PE_CAJ_1005,1582,790,791,306,297,225,219,185,141,112,65,31
PE_CAJ_1006,3580,1790,1791,691,672,509,497,419,320,254,147,71
PE_CAJ_1007,16072,8033,8039,3108,3017,2283,2230,1882,1436,1140,659,319
PE_CAJ_1101,15210,7493,7717,2645,2640,2059,2160,1860,1469,1202,768,407
PE_CAJ_1102,1584,780,804,275,275,214,225,194,153,125,80,43
PE_CAJ_1103,4318,2127,2191,750,750,584,613,528,417,341,218,116
PE_CAJ_1104,3629,1786,1844,634,635,497,515,442,348,283,180,95
PE_CAJ_1105,1143,563,580,198,198,155,162,140,111,90,58,31
PE_CAJ_1106,1844,909,935,321,322,249,261,226,178,145,93,49
PE_CAJ_1107,6091,3000,3091,1057,1057,825,865,745,589,482,308,163
PE_CAJ_1108,1263,622,641,219,219,172,180,155,122,100,63,34
PE_CAJ_1109,3590,1768,1822,623,623,486,510,439,347,284,181,96
PE_CAJ_1110,2171,1070,1102,377,377,294,309,266,210,172,110,58
PE_CAJ_1111,4103,2020,2082,714,713,556,583,501,396,324,207,110
PE_CAJ_1112,4784,2360,2424,838,839,640,675,583,461,378,241,128
PE_CAJ_1113,3438,1694,1744,597,596,465,488,421,333,272,174,92
PE_CAJ_1201,12757,6187,6570,2559,2392,1812,1755,1433,1064,906,576,260
PE_CAJ_1202,4706,2291,2415,937,874,668,649,533,399,336,214,98
PE_CAJ_1203,1201,583,618,238,224,170,165,136,101,86,55,25
PE_CAJ_1204,3543,1720,1823,706,662,511,491,399,297,249,157,71
PE_CAJ_1301,13445,6712,6732,2530,2567,1643,1792,1592,1258,1042,660,362
PE_CAJ_1302,1305,651,653,246,249,159,174,154,122,101,64,35
PE_CAJ_1303,9777,4877,4900,1837,1862,1201,1307,1159,915,756,478,262
PE_CAJ_1304,3677,1834,1843,693,701,452,491,435,343,284,179,99
PE_CAJ_1305,2552,1274,1278,480,487,312,340,302,239,198,125,69
PE_CAJ_1306,2510,1252,1257,472,479,309,335,297,235,194,123,67
PE_CAJ_1307,4185,2088,2097,785,796,514,559,496,392,324,206,113
PE_CAJ_1308,1794,896,898,338,343,219,239,212,168,139,88,48
PE_CAJ_1309,719,358,361,136,137,89,96,85,67,55,35,19
PE_CAJ_1310,1587,790,797,300,303,197,212,187,148,122,77,42
PE_CAJ_1311,3019,1507,1512,568,576,369,402,357,282,234,148,81
PE_CAL_0101,401238,196325,204912,62540,60157,69256,66809,53988,43062,25974,13406,6045
PE_CAL_0102,67826,33186,34639,10569,10168,11709,11294,9126,7279,4391,2267,1022
PE_CAL_0103,36562,17879,18683,5661,5472,6340,6094,4918,3922,2371,1226,558
PE_CAL_0104,82756,40494,42261,12906,12409,14279,13778,11136,8882,5356,2764,1245
PE_CAL_0105,1633,800,833,257,245,280,272,220,175,105,54,24
PE_CAL_0106,347961,170327,177634,54487,52235,59869,57897,46832,37357,22494,11594,5195
PE_CAL_0107,20100,9838,10262,3143,3016,3462,3345,2705,2158,1300,670,301
PE_CUS,1407924,699213,708710,278599,259070,220566,203488,171624,125233,83290,44054,21999
PE_CUS_0101,143550,69099,74452,23419,24832,27024,23067,17993,13329,8030,3928,1928
PE_CUS_0102,2400,1158,1242,397,417,443,382,301,223,136,68,33
PE_CUS_0103,10583,5095,5488,1728,1832,1990,1699,1327,983,593,290,142
PE_CUS_0104,89769,43212,46557,14649,15529,16896,14423,11252,8335,5022,2457,1206
PE_CUS_0105,139679,67237,72442,22791,24163,26292,22444,17507,12969,7814,3822,1876
PE_CUS_0106,90582,43602,46980,14778,15668,17051,14555,11354,8411,5068,2479,1217
PE_CUS_0107,8238,3969,4270,1354,1428,1544,1320,1031,763,461,226,111
PE_CUS_0108,61201,29459,31742,9983,10586,11523,9835,7671,5683,3424,1675,822
PE_CUS_0201,5338,2617,2721,1292,965,572,702,638,439,391,216,124
PE_CUS_0202,2296,1125,1171,555,415,246,302,274,189,168,93,53
PE_CUS_0203,2152,1056,1096,520,389,230,282,258,178,158,88,50
PE_CUS_0204,2558,1254,1304,615,465,277,335,305,212,186,104,58
PE_CUS_0205,9023,4424,4599,2185,1631,965,1185,1079,742,661,366,209
PE_CUS_0206,1970,967,1004,476,356,212,259,236,162,144,80,46
PE_CUS_0207,3490,1711,1779,845,631,375,459,417,287,255,141,81
PE_CUS_0301,16026,8030,7996,3144,3256,1954,2040,2024,1431,1130,678,369
PE_CUS_0302,6589,3301,3287,1293,1339,802,838,832,588,465,279,152
PE_CUS_0303,3538,1754,1785,659,686,503,486,445,320,234,134,71
PE_CUS_0304,3828,1918,1910,755,777,465,487,483,342,270,162,88
PE_CUS_0305,5498,2755,2743,1078,1116,672,701,694,491,387,232,126
PE_CUS_0306,9444,4732,4712,1853,1918,1154,1203,1192,843,665,399,217
PE_CUS_0307,2582,1293,1289,507,524,321,331,324,229,180,106,58
PE_CUS_0308,4323,2165,2158,846,877,530,552,546,386,304,182,99
PE_CUS_0309,3482,1745,1737,683,708,424,443,440,311,246,147,80
PE_CUS_0401,24817,12455,12362,5224,4801,3522,3430,3006,2185,1396,775,477
PE_CUS_0402,4291,2153,2138,902,830,610,594,520,378,241,134,82
PE_CUS_0403,5336,2678,2658,1125,1033,757,737,646,469,300,166,102
PE_CUS_0404,6978,3502,3476,1470,1350,991,965,845,614,393,218,134
PE_CUS_0405,9994,5015,4978,2108,1934,1417,1381,1210,879,561,311,192
PE_CUS_0406,5565,2792,2773,1173,1076,790,769,673,489,313,173,107
PE_CUS_0407,4973,2490,2484,1033,956,719,694,604,439,280,154,94
PE_CUS_0408,14725,7397,7328,3115,2846,2091,2036,1782,1293,825,456,280
PE_CUS_0501,9479,4718,4761,2241,1829,1091,1128,1097,830,677,389,197
PE_CUS_0502,6164,3069,3096,1458,1189,710,733,713,540,440,253,128
PE_CUS_0503,5522,2749,2773,1306,1065,637,657,639,483,394,226,115
PE_CUS_0504,2207,1098,1110,520,426,255,264,256,193,158,90,46
PE_CUS_0505,5768,2870,2898,1361,1113,666,687,667,505,412,237,120
PE_CUS_0506,2184,1080,1104,501,422,259,268,255,192,154,89,44
PE_CUS_0507,3565,1775,1790,844,688,410,424,412,312,255,146,74
PE_CUS_0508,2604,1296,1308,617,502,299,310,301,228,186,107,54
PE_CUS_0601,59132,28539,30592,11938,11652,7812,7953,7144,5302,3933,2332,1066
PE_CUS_0602,4894,2365,2530,993,963,646,658,590,437,325,192,88
PE_CUS_0603,4778,2308,2470,971,940,628,641,577,428,319,189,87
PE_CUS_0604,10608,5121,5487,2145,2090,1400,1426,1281,951,706,419,191
PE_CUS_0605,7310,3530,3779,1479,1440,967,983,882,654,485,287,132
PE_CUS_0606,4501,2173,2328,910,887,594,605,543,403,299,178,81
PE_CUS_0607,2467,1191,1276,498,486,326,332,298,221,164,97,44
PE_CUS_0608,5352,2584,2768,1082,1054,706,719,646,480,356,211,97
PE_CUS_0701,26137,13165,12972,6413,5265,2803,3048,3124,2350,1682,938,516
PE_CUS_0702,4277,2154,2123,1049,859,458,499,511,384,277,154,85
PE_CUS_0703,9209,4637,4572,2261,1855,986,1073,1101,828,593,331,182
PE_CUS_0704,8142,4100,4042,2001,1641,872,949,972,731,524,292,160
PE_CUS_0705,13873,6985,6888,3404,2793,1486,1618,1657,1247,895,499,274
PE_CUS_0706,6913,3481,3432,1698,1394,740,805,826,621,445,248,136
PE_CUS_0707,5063,2549,2513,1245,1019,543,591,604,454,326,181,100
PE_CUS_0708,8443,4251,4192,2072,1702,906,984,1008,759,543,303,166
PE_CUS_0801,34162,17129,17033,7532,6601,4887,4491,3894,2976,2063,1227,493
PE_CUS_0802,1440,722,718,317,278,206,190,164,126,87,52,21
PE_CUS_0803,18006,9028,8977,3971,3479,2574,2366,2053,1568,1088,647,260
PE_CUS_0804,1472,738,734,324,284,211,194,168,128,89,53,21
PE_CUS_0805,5311,2662,2649,1170,1026,760,698,605,463,321,191,77
PE_CUS_0806,3738,1874,1864,825,722,533,491,426,326,226,134,54
PE_CUS_0807,2574,1291,1283,567,497,368,339,294,224,155,92,37
PE_CUS_0808,2562,1284,1277,565,495,366,337,292,223,155,92,37
PE_CUS_0901,33988,18030,15958,7192,6147,5355,5008,4295,2924,1795,898,374
PE_CUS_0902,45283,24027,21256,9611,8200,7150,6669,5710,3881,2379,1187,495
PE_CUS_0903,3933,2083,1850,828,712,620,579,496,339,210,105,44
PE_CUS_0904,4722,2505,2217,999,854,744,696,597,406,249,125,52
PE_CUS_0905,6749,3577,3172,1427,1222,1062,994,852,581,357,179,75
PE_CUS_0906,18877,10012,8865,3995,3415,2973,2781,2385,1624,997,499,208
PE_CUS_0907,19087,10114,8973,4065,3464,2998,2805,2400,1633,1005,504,211
PE_CUS_0908,7252,3816,3437,1497,1318,1142,1064,908,629,402,204,89
PE_CUS_0909,23169,12285,10884,4907,4195,3648,3412,2924,1991,1224,612,256
PE_CUS_0910,20066,10642,9424,4368,3691,3223,2929,2474,1662,1011,498,209
PE_CUS_0911,7447,3947,3500,1578,1350,1172,1096,939,639,394,197,83
PE_CUS_0912,2251,1193,1058,479,408,354,331,283,193,119,59,25
PE_CUS_0913,3251,1722,1529,694,591,510,477,408,278,171,86,36
PE_CUS_0914,28196,14958,13238,5978,5102,4445,4153,3559,2422,1486,742,309
PE_CUS_1001,3026,1534,1492,681,537,311,370,387,290,240,141,68
PE_CUS_1002,3583,1816,1767,807,637,367,437,459,344,284,167,81
PE_CUS_1003,3417,1732,1685,772,608,351,417,437,327,270,158,77
PE_CUS_1004,987,500,487,223,175,101,121,126,95,78,46,22
PE_CUS_1005,5357,2714,2642,1202,950,555,657,686,515,424,249,120
PE_CUS_1006,7349,3725,3624,1657,1307,754,897,940,705,582,341,165
PE_CUS_1007,1843,935,909,415,327,189,225,236,177,147,86,42
PE_CUS_1008,1090,552,539,246,194,112,134,139,104,86,50,25
PE_CUS_1009,2188,1105,1083,483,387,238,273,280,210,170,99,48
PE_CUS_1101,13737,6909,6828,3647,2655,1871,1861,1494,1026,680,315,189
PE_CUS_1102,2738,1377,1361,719,529,374,370,299,206,137,65,39
PE_CUS_1103,11072,5569,5504,2935,2140,1509,1500,1206,828,549,254,153
PE_CUS_1104,10648,5355,5293,2820,2058,1451,1442,1159,797,528,245,147
PE_CUS_1105,7597,3821,3776,2017,1468,1035,1029,826,567,376,174,104
PE_CUS_1106,5660,2872,2787,1478,1081,807,784,621,417,272,125,75
PE_CUS_1201,8449,4245,4204,1966,1625,1199,1121,943,685,488,269,154
PE_CUS_1202,5502,2764,2738,1283,1058,780,730,614,445,317,175,100
PE_CUS_1203,5977,3007,2970,1390,1149,854,796,667,482,343,189,108
PE_CUS_1204,3265,1640,1624,760,628,463,433,364,264,188,104,59
PE_CUS_1205,19967,10032,9935,4648,3839,2834,2650,2228,1618,1152,635,363
PE_CUS_1206,4535,2277,2258,1053,872,643,602,507,368,263,145,83
PE_CUS_1207,4277,2149,2129,995,822,606,567,477,347,247,137,78
PE_CUS_1208,3991,2005,1987,928,767,567,530,446,324,230,127,72
PE_CUS_1209,3746,1882,1864,870,721,532,497,418,303,216,119,68
PE_CUS_1210,16279,8178,8101,3785,3130,2311,2160,1817,1320,940,519,297
PE_CUS_1211,7935,3975,3959,1807,1516,1151,1068,893,650,457,250,142
PE_CUS_1212,10747,5399,5348,2500,2066,1524,1426,1199,871,621,343,196
PE_CUS_1301,19963,10153,9810,3674,3664,3163,2884,2398,1799,1333,701,348
PE_CUS_1302,9629,4896,4733,1772,1768,1524,1390,1157,868,643,338,168
PE_CUS_1303,5715,2905,2810,1057,1051,902,824,687,515,379,200,100
PE_CUS_1304,10050,5112,4938,1850,1844,1593,1452,1207,906,671,353,175
PE_CUS_1305,7895,4015,3880,1453,1449,1250,1140,948,712,527,278,138
PE_CUS_1306,11838,6021,5818,2181,2175,1871,1708,1423,1067,791,417,207
PE_CUS_1307,3025,1539,1487,557,555,479,437,363,273,202,106,53
PE_HUC,917332,461817,455515,203408,184140,139950,123117,103549,75155,50347,26536,11130
PE_HUC_0101,97026,47596,49429,19273,19081,16207,13412,11172,8351,5433,2799,1298
PE_HUC_0102,75238,36910,38327,14952,14797,12563,10399,8661,6474,4213,2171,1007
PE_HUC_0103,29086,14277,14809,5804,5723,4854,4017,3342,2496,1624,837,388
PE_HUC_0104,33498,16438,17060,6683,6593,5587,4624,3849,2876,1873,966,448
PE_HUC_0105,15579,7643,7936,3104,3066,2594,2150,1792,1340,874,451,208
PE_HUC_0106,7884,3867,4017,1568,1551,1316,1089,908,679,442,228,105
PE_HUC_0107,5872,2881,2992,1166,1155,981,812,676,505,329,169,79
PE_HUC_0108,8599,4219,4380,1709,1692,1433,1188,990,741,482,249,115
PE_HUC_0109,19358,9496,9862,3850,3808,3231,2675,2228,1665,1084,559,259
PE_HUC_0110,2815,1381,1434,559,554,470,389,324,242,158,81,38
PE_HUC_0111,29903,14672,15231,5944,5882,4985,4131,3442,2575,1677,865,401
PE_HUC_0112,4600,2255,2345,922,906,761,632,528,396,259,134,61
PE_HUC_0113,9709,4767,4942,1948,1912,1618,1339,1112,830,541,279,129
PE_HUC_0201,17786,8923,8864,3798,3590,2359,2293,1994,1622,1176,679,276
PE_HUC_0202,3245,1627,1618,690,654,433,419,364,296,214,123,50
PE_HUC_0203,2313,1160,1153,492,466,310,299,260,210,152,87,36
PE_HUC_0204,7297,3657,3639,1555,1471,977,943,819,664,479,276,112
PE_HUC_0205,7157,3590,3567,1526,1444,949,923,803,653,474,273,111
PE_HUC_0206,3319,1666,1653,699,668,450,433,374,302,218,125,51
